거래금액,거래유형,건축년도,년,동,등기일자,매도자,매수자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"37,800",중개거래,1997,2024,,,개인,개인,숭인동,도시그린빌라,4,8,58.79,서울 종로구,181-121,11110,1,,
"35,500",중개거래,2018,2024,,,개인,개인,황학동,위너빌(Winnervill),4,5,28.78,경기 성남시수정구,1200,11140,10,,
"18,500",중개거래,2013,2024,,24.04.08,개인,개인,문배동,용산큐브,4,5,13.01,서울 용산구,24-4,11170,14,,
"53,000",중개거래,2018,2024,,,개인,개인,구의동,스타파크아파트,4,1,59.23,서울 광진구,80-37,11215,8,,
"13,000",직거래,2014,2024,,24.04.12,개인,개인,화양동,광진코지웰,4,1,15.63,,113-1,11215,12,,
"16,300",중개거래,2017,2024,,,개인,개인,화양동,씨즈건대힐스,4,8,14.23,서울 광진구,530,11215,7,,
"59,500",중개거래,1992,2024,,,개인,개인,전농동,전농우성,4,4,59.78,서울 동대문구,6,11230,4,,
"48,500",중개거래,1992,2024,,,개인,개인,답십리동,동답한신,4,6,44.35,서울 성동구,42,11230,4,,
"21,600",직거래,2020,2024,,24.04.03,개인,개인,장안동,에스아이팰리스장안센텀,4,2,13.083,,416-1,11230,11,,
"58,300",중개거래,2000,2024,,,개인,개인,이문동,현대,4,6,59.92,서울 동대문구,54,11230,8,,
"57,000",중개거래,1997,2024,,,개인,개인,이문동,삼익,4,6,59.95,서울 동대문구,73,11230,19,,
"8,900",중개거래,2013,2024,,,개인,개인,면목동,신영,4,2,16.93,서울 중랑구,538,11260,8,,
"55,000",직거래,2004,2024,,,개인,개인,면목동,리치카운티,4,4,84.741,,1505,11260,3,,
"30,000",중개거래,2019,2024,,,개인,개인,면목동,한양수자인사가정파크,4,10,23.1074,서울 중랑구,1543,11260,1,,
"40,700",중개거래,1988,2024,,,개인,개인,면목동,면목한신,4,11,44.5,서울 중랑구,193-1,11260,13,,
"17,200",중개거래,2018,2024,,,개인,개인,상봉동,상봉어반뷰,4,5,18.45,서울 중랑구,113,11260,16,,
"56,000",중개거래,1996,2024,,,개인,개인,상봉동,건영2차아파트,4,12,57.3,서울 중랑구,63,11260,7,,
"37,000",중개거래,1996,2024,,,개인,개인,묵동,신내,4,3,39.84,서울 중랑구,13,11260,9,,
"54,500",중개거래,1999,2024,,,개인,개인,묵동,신안1,4,10,59.96,서울 중랑구,381,11260,12,,
"48,000",중개거래,2005,2024,,,개인,개인,망우동,한울네세창,4,2,84.76,서울 중랑구,579,11260,1,,
"22,500",중개거래,2012,2024,,,개인,개인,망우동,예원캐슬,4,15,33.94,서울 중랑구,508-34,11260,7,,
"56,000",중개거래,2000,2024,,,개인,개인,신내동,벽산,4,3,84.93,서울 중랑구,437,11260,15,,
"49,500",중개거래,1996,2024,,,개인,개인,신내동,신내6대주,4,4,49.77,서울 중랑구,650,11260,10,,
"30,000",중개거래,1989,2024,,,개인,개인,신내동,경원,4,6,59.4,서울 중랑구,449-1,11260,4,,
"42,000",중개거래,1997,2024,,,개인,개인,신내동,석탑,4,6,59.82,서울 중랑구,787,11260,22,,
"58,000",중개거래,1994,2024,,,개인,개인,신내동,성원,4,7,84.32,서울 중랑구,783,11260,10,,
"54,000",중개거래,1998,2024,,,개인,개인,돈암동,한진(609-1),4,1,59.58,서울 성북구,609-1,11290,19,,
"54,000",중개거래,1998,2024,,,개인,개인,돈암동,한진(609-1),4,2,59.58,서울 성북구,609-1,11290,14,,
"59,950",중개거래,2005,2024,,,개인,개인,돈암동,일신건영휴먼빌아파트,4,10,59.52,서울 성북구,524,11290,5,,
"49,500",중개거래,2000,2024,,,개인,개인,정릉동,정릉우성아파트 101~105동,4,1,59.97,서울 성북구,1020,11290,3,,
"56,000",중개거래,1999,2024,,,개인,개인,정릉동,길음뉴타운경남아너스빌,4,6,59.59,서울 성북구,1015,11290,18,,
"58,000",중개거래,2009,2024,,,개인,개인,정릉동,우정에쉐르,4,13,59.9,서울 성북구,1033,11290,16,,
"52,000",중개거래,1999,2024,,,개인,개인,정릉동,길음뉴타운데시앙,4,13,59.42,서울 성북구,1018,11290,6,,
"33,500",중개거래,1990,2024,,,개인,개인,미아동,한일,4,3,54.99,서울 강북구,258-732,11305,1,,
"59,800",중개거래,2003,2024,,,개인,개인,미아동,삼각산아이원,4,3,59.758,서울 강북구,1357,11305,7,,
"56,000",중개거래,2004,2024,,,개인,개인,미아동,에스케이북한산시티,4,4,59.98,서울 강북구,1353,11305,6,,
"55,000",중개거래,2004,2024,,,개인,개인,미아동,에스케이북한산시티,4,10,59.98,서울 강북구,1353,11305,2,,
"39,600",중개거래,1991,2024,,,개인,개인,번동,주공1단지,4,3,41.3,서울 강북구,242,11305,15,,
"19,000",직거래,2021,2024,,,개인,개인,번동,스카이캐슬,4,12,15.67,,446-59,11305,3,,
"27,500",중개거래,1989,2024,,,개인,개인,쌍문동,한양2,4,2,35.1,서울 도봉구,59,11320,10,,
"42,000",중개거래,2019,2024,,,개인,개인,쌍문동,쌍문리버뷰,4,8,45.88,서울 도봉구,103-69,11320,6,,
"49,250",중개거래,1990,2024,,,개인,개인,쌍문동,현대1,4,9,84.66,서울 도봉구,54,11320,13,,
"49,000",중개거래,1993,2024,,,개인,개인,쌍문동,현대2,4,12,85,서울 도봉구,50,11320,6,,
"44,350",중개거래,1991,2024,,,개인,개인,방학동,벽산아파트1,4,1,63.38,서울 도봉구,275,11320,11,,
"46,000",중개거래,1986,2024,,,개인,개인,방학동,신동아아파트1,4,2,70.62,서울 도봉구,271-1,11320,9,,
"37,500",중개거래,1988,2024,26,24.04.02,개인,개인,방학동,신동아아파트1,4,2,53.16,서울 도봉구,271-1,11320,12,,
"56,000",중개거래,2004,2024,,,개인,개인,방학동,동양크레오아파트,4,2,84.9501,서울 도봉구,740,11320,9,,
"33,000",중개거래,1989,2024,,,개인,개인,창동,주공17단지,4,1,36.16,서울 도봉구,38,11320,10,,
"56,250",중개거래,1990,2024,,,개인,개인,창동,창동주공3단지(해등마을),4,1,49.94,서울 도봉구,347,11320,14,,
"36,500",중개거래,1998,2024,,,개인,개인,창동,신창,4,2,49.77,서울 도봉구,810,11320,8,,
"43,800",중개거래,1991,2024,,,개인,개인,창동,창동주공4단지,4,2,49.94,서울 도봉구,373,11320,1,,
"59,800",중개거래,1990,2024,,,개인,개인,창동,창동주공3단지(해등마을),4,13,58.01,서울 도봉구,347,11320,7,,
"51,800",중개거래,1995,2024,,,개인,개인,도봉동,한신,4,2,84.94,서울 도봉구,30-1,11320,17,,
"56,000",중개거래,1995,2024,,,개인,개인,도봉동,한신,4,3,84.94,서울 도봉구,30-1,11320,17,,
"59,500",중개거래,1995,2024,,,개인,개인,도봉동,한신,4,5,84.94,서울 도봉구,30-1,11320,12,,
"36,300",중개거래,1996,2024,,,개인,개인,도봉동,서원,4,10,49.77,서울 도봉구,641,11320,2,,
"55,100",중개거래,1995,2024,,,개인,개인,도봉동,한신,4,10,84.94,서울 도봉구,30-1,11320,5,,
"59,000",중개거래,1983,2024,,,개인,개인,월계동,동신,4,4,91.91,서울 노원구,436,11350,1,,
"55,800",중개거래,1992,2024,,,개인,개인,월계동,주공2,4,4,59.97,서울 노원구,556,11350,12,,
"51,000",중개거래,1994,2024,,,개인,개인,공릉동,삼익4단지아파트,4,2,59.04,서울 노원구,714,11350,5,,
"49,000",중개거래,1999,2024,,,개인,개인,공릉동,태강아파트(아이파크),4,2,49.6,서울 노원구,81,11350,13,,
"48,500",중개거래,1999,2024,,,개인,개인,공릉동,건영장미아파트,4,3,59.87,서울 노원구,744,11350,13,,
"44,800",중개거래,2002,2024,,,개인,개인,공릉동,남청파인힐,4,3,62.817,서울 노원구,379-5,11350,1,,
"48,800",중개거래,1999,2024,,,개인,개인,공릉동,태강아파트(아이파크),4,9,49.6,서울 노원구,81,11350,10,,
"54,800",중개거래,1999,2024,,,개인,개인,공릉동,동신아파트,4,10,59.99,서울 노원구,745,11350,10,,
"45,500",중개거래,1989,2024,,,개인,개인,하계동,장미(시영6),4,1,39.78,서울 노원구,273,11350,6,,
"36,000",직거래,1988,2024,,,개인,개인,상계동,상계주공10(고층),4,1,45.9,,666,11350,1,,
"40,000",중개거래,1988,2024,,,개인,개인,상계동,상계주공1(고층),4,1,41.3,서울 노원구,765,11350,7,,
"38,500",중개거래,1988,2024,,,개인,개인,상계동,보람아파트,4,2,44.33,서울 노원구,639,11350,10,,
"54,500",중개거래,1988,2024,,,개인,개인,상계동,상계주공1(고층),4,3,58.01,서울 노원구,765,11350,14,,
"30,000",직거래,1987,2024,,,개인,개인,상계동,상계주공2(고층),4,4,58.01,,740,11350,1,,
"30,700",중개거래,1998,2024,,,개인,개인,상계동,은빛2단지,4,5,39.7,서울 노원구,1256,11350,1,,
"38,800",중개거래,1988,2024,,,개인,개인,상계동,상계주공12(고층),4,5,41.3,서울 노원구,647,11350,6,,
"35,900",중개거래,1988,2024,,,개인,개인,상계동,상계주공4(고층),4,5,32.39,서울 노원구,749-5,11350,6,,
"50,000",중개거래,1987,2024,,,개인,개인,상계동,상계주공5(저층),4,6,31.98,서울 노원구,721,11350,4,,
"47,000",중개거래,2001,2024,,,개인,개인,상계동,청암2단지,4,6,59.4,서울 노원구,1276,11350,12,,
"32,000",중개거래,1998,2024,,,개인,개인,상계동,은빛1단지,4,6,39.7,서울 노원구,1255,11350,3,,
"33,000",중개거래,1988,2024,,,개인,개인,상계동,상계주공1(고층),4,6,32.39,서울 노원구,765,11350,2,,
"39,000",중개거래,1998,2024,,,개인,개인,상계동,은빛1단지,4,8,49.77,서울 노원구,1255,11350,4,,
"59,500",중개거래,1988,2024,,,개인,개인,상계동,상계주공11(고층),4,9,58.01,서울 노원구,652,11350,12,,
"38,500",중개거래,1988,2024,,,개인,개인,상계동,보람아파트,4,10,44.33,서울 노원구,639,11350,7,,
"44,000",중개거래,1998,2024,,,개인,개인,상계동,은빛2단지,4,10,49.77,서울 노원구,1256,11350,14,,
"46,000",중개거래,1988,2024,,,개인,개인,상계동,보람아파트,4,10,54.59,서울 노원구,639,11350,2,,
"46,000",중개거래,1988,2024,,,개인,개인,상계동,상계주공10(고층),4,12,49.94,서울 노원구,666,11350,4,,
"45,200",직거래,1988,2024,,,개인,개인,상계동,상계주공16(고층),4,12,59.39,,624,11350,4,,
"49,500",중개거래,1997,2024,,,개인,개인,중계동,금호타운(583),4,2,59.52,서울 노원구,583,11350,5,,
"34,450",중개거래,1992,2024,,,개인,개인,중계동,주공2,4,2,44.52,서울 노원구,369,11350,2,,
"48,000",중개거래,1989,2024,,,개인,개인,중계동,상아,4,4,51.29,서울 노원구,505,11350,3,,
"38,900",중개거래,1991,2024,,,개인,개인,중계동,중계무지개,4,6,39.96,서울 노원구,512,11350,13,,
"35,000",중개거래,1992,2024,,,개인,개인,중계동,주공2,4,6,44.52,서울 노원구,369,11350,12,,
"36,300",중개거래,1990,2024,,,개인,개인,중계동,중계그린1단지,4,12,39.92,서울 노원구,502-1,11350,2,,
"29,700",직거래,2005,2024,,24.04.08,개인,개인,불광동,은혜스카이빌아파트,4,5,59.17,,634,11380,6,,
"30,300",직거래,2021,2024,,,법인,개인,불광동,연신내역트리플라101동,4,9,23.17,,484-63,11380,6,,
"39,800",중개거래,1998,2024,,,개인,개인,구산동,갈현현대,4,4,53.54,서울 은평구,382,11380,7,,
"26,700",직거래,2021,2024,,,개인,개인,대조동,북한산포레스트,4,2,19.08,,179-16,11380,12,,
"43,500",중개거래,1990,2024,,,개인,개인,응암동,신동아,4,5,52.71,서울 은평구,197-78,11380,6,,
"47,800",중개거래,2015,2024,,,개인,개인,응암동,진흥펠리체,4,16,57.89,서울 은평구,104-25,11380,6,,
"49,500",중개거래,2004,2024,,,개인,개인,역촌동,건우샹그리라,4,11,84.16,서울 은평구,32-35,11380,4,,
"49,300",직거래,2023,2024,,,법인,개인,신사동,거성리젠시,4,2,51.39,,21-14,11380,4,,
"40,300",중개거래,1993,2024,,,개인,개인,신사동,신사씨티,4,6,58.09,서울 은평구,297,11380,16,,
"56,500",중개거래,2003,2024,,,개인,개인,신사동,신사동한신휴플러스,4,12,59.76,서울 은평구,365,11380,2,,
"26,000",직거래,2004,2024,,,개인,개인,증산동,자선메르시안(164-17),4,15,45.66,,164-17,11380,5,,
"53,500",중개거래,2017,2024,,,개인,개인,진관동,은평뉴타운솔하임,4,2,45.034,서울 은평구,60,11380,8,,
"57,000",중개거래,2017,2024,,,개인,개인,진관동,힐데스하임,4,6,46.77,서울 은평구,64,11380,14,,
"38,500",직거래,2002,2024,104,24.04.03,개인,개인,홍제동,문화촌현대,4,1,59.94,,463,11410,1,,
"58,000",중개거래,2002,2024,,,개인,개인,홍제동,문화촌현대,4,4,59.94,서울 서대문구,463,11410,15,,
"33,700",중개거래,1981,2024,,,개인,개인,연희동,홍연,4,12,52.23,서울 서대문구,708-4,11410,2,,
"15,000",중개거래,2014,2024,,,개인,개인,연희동,연희자이엘라,4,12,13.642,서울 서대문구,745,11410,3,,
"56,000",중개거래,1990,2024,,,개인,개인,홍은동,풍림2,4,13,58.5,서울 서대문구,453-2,11410,13,,
"26,500",중개거래,2002,2024,,,개인,개인,노고산동,현대벤처빌,4,11,34.64,서울 마포구,107-36,11440,10,,
"39,700",중개거래,2013,2024,,,개인,개인,망원동,신부파스카5차,4,2,37.21,서울 마포구,518,11440,6,,
"58,600",중개거래,2004,2024,,,개인,개인,망원동,동보프리미아,4,9,63.02,서울 마포구,463-2,11440,3,,
"54,000",중개거래,2011,2024,,,개인,개인,성산동,성산힐아파트,4,8,77.64,서울 마포구,81-106,11440,2,,
"33,500",직거래,2009,2024,,,개인,개인,신정동,동양부로미(926-4),4,16,66.75,,926-4,11470,8,,
"47,900",중개거래,2005,2024,,,개인,개인,신월동,신월2차보람쉬움,4,1,59.43,서울 양천구,1039,11470,5,,
"47,500",중개거래,2016,2024,,,개인,개인,신월동,금하뜨라네,4,1,84.78,서울 양천구,142-14,11470,7,,
"39,000",중개거래,2004,2024,,,개인,개인,신월동,성림,4,3,82.98,서울 양천구,487-1,11470,5,,
"44,000",중개거래,2013,2024,,,개인,개인,신월동,삼익플라주행복한마을,4,3,59.74,서울 양천구,1068,11470,3,,
"49,000",중개거래,2006,2024,,,개인,개인,신월동,아름다운세상,4,9,74.73,서울 양천구,1038,11470,6,,
"45,000",중개거래,1988,2024,,,개인,개인,신월동,신월시영,4,10,43.2,서울 양천구,987-1,11470,5,,
"50,500",중개거래,2003,2024,,,개인,개인,신월동,대방샤인힐,4,16,84.72,서울 양천구,1017,11470,1,,
"51,000",중개거래,1995,2024,,,개인,개인,등촌동,"등촌1,2단지주공아파트",4,1,41.85,서울 강서구,687,11500,15,,
"46,800",중개거래,1995,2024,,,개인,개인,등촌동,주공5,4,4,37.67,서울 강서구,695,11500,1,,
"59,000",중개거래,1998,2024,,,개인,개인,등촌동,태영,4,10,59.97,서울 강서구,632-2,11500,1,,
"40,000",중개거래,1995,2024,,,개인,개인,등촌동,"등촌1,2단지주공아파트",4,15,49.94,서울 강서구,687,11500,2,,
"7,500",중개거래,2013,2024,,,개인,개인,화곡동,한양아이클래스,4,12,13.79,서울 강서구,926-5,11500,4,,
"7,900",중개거래,2013,2024,,,개인,개인,화곡동,한양아이클래스,4,12,13.79,서울 강서구,926-5,11500,11,,
"10,410",중개거래,2012,2024,,,법인,개인,화곡동,아녜스타워4,4,15,12.09,서울 강서구,914-37,11500,8,,
"37,000",중개거래,1994,2024,,,개인,개인,방화동,방화5,4,8,33.18,서울 강서구,814,11500,3,,
"7,600",직거래,1996,2024,,24.04.04,법인,개인,구로동,(752-10),4,3,25.53,,752-10,11530,5,,
"40,600",중개거래,1998,2024,,,개인,개인,구로동,구로두산,4,4,44.64,서울 구로구,1265,11530,3,,
"47,500",중개거래,1997,2024,,,개인,개인,구로동,도림두산베어스타워,4,4,84.99,서울 구로구,110-4,11530,15,,
"45,000",직거래,2008,2024,,,개인,개인,구로동,우성에비뉴,4,5,84.9905,,1284,11530,4,,
"10,000",직거래,2012,2024,,,개인,개인,구로동,종인아네스트,4,5,16.04,,110,11530,20,,
"39,000",중개거래,1998,2024,,,개인,개인,구로동,구로두산,4,7,44.64,서울 구로구,1265,11530,1,,
"43,200",중개거래,2006,2024,,,개인,개인,구로동,구로두산위브,4,10,36.88,서울 구로구,1278,11530,2,,
"49,500",중개거래,2011,2024,,,개인,개인,구로동,구로지웰,4,14,59.651,서울 구로구,1287,11530,1,,
"40,000",중개거래,2001,2024,,,개인,개인,고척동,삼익(2단지),4,3,59.82,서울 구로구,331,11530,1,,
"49,500",중개거래,1987,2024,,,개인,개인,고척동,"우성,현대아파트",4,8,58.5,서울 구로구,76-55,11530,7,,
"55,000",중개거래,1989,2024,,,개인,개인,고척동,서울가든,4,10,64.39,서울 구로구,141-1,11530,6,,
"53,500",중개거래,1996,2024,,,개인,개인,고척동,우성꿈동산,4,12,84.19,서울 구로구,321,11530,8,,
"49,800",중개거래,2000,2024,,,개인,개인,개봉동,한진,4,5,59.95,경기 평택시,478,11530,8,,
"57,800",중개거래,2001,2024,,,개인,개인,개봉동,현대홈타운,4,10,59.49,서울 구로구,480,11530,14,,
"47,500",중개거래,2004,2024,,,개인,개인,오류동,동선,4,8,58.2159,서울 구로구,345,11530,14,,
"43,000",중개거래,1995,2024,,,개인,개인,가산동,덕산,4,3,59.97,서울 금천구,148-1,11545,2,,
"59,000",직거래,1997,2024,,,개인,개인,독산동,독산동아아파트,4,1,84.87,,183-1,11545,4,,
"33,000",중개거래,2020,2024,,,개인,개인,독산동,독산오르페움타워,4,6,37.806,서울 금천구,989,11545,3,,
"51,600",직거래,2018,2024,,,개인,개인,독산동,금천롯데캐슬골드파크3차,4,8,59.9672,,1155,11545,42,,
"52,450",중개거래,2004,2024,,,개인,개인,시흥동,관악산벽산타운5,4,6,84.97,서울 금천구,1013,11545,1,,
"43,950",중개거래,2021,2024,101,24.04.09,개인,개인,영등포동,라르파크,4,5,30.2372,서울 영등포구,651,11560,2,,
"12,700",중개거래,2012,2024,,24.04.04,개인,개인,영등포동1가,내이처해밀,4,3,14.89,서울 영등포구,145,11560,10,,
"57,520",직거래,1997,2024,,,개인,개인,문래동6가,문래베어스타운,4,14,84.82,,38-1,11560,5,,
"48,000",중개거래,1987,2024,,,개인,개인,대림동,신동아,4,9,53.37,서울 강서구,777-1,11560,6,,
"54,500",중개거래,1997,2024,,,개인,개인,상도동,건영,4,8,32.8,서울 마포구,414,11590,12,,
"53,700",중개거래,1997,2024,,,개인,개인,상도동,건영,4,14,32.8,서울 동작구,414,11590,15,,
"49,000",중개거래,2004,2024,,,개인,개인,대방동,대방홈타운,4,3,69.99,서울 동작구,377-1,11590,4,,
"52,500",중개거래,2009,2024,,,개인,개인,봉천동,에이스인헌,4,1,66.14,서울 관악구,196-215,11620,6,,
"38,000",직거래,1996,2024,,,개인,개인,봉천동,선경,4,3,50.49,,1697,11620,7,,
"18,100",중개거래,1998,2024,,,개인,개인,봉천동,관악캠퍼스타워,4,8,28.56,서울 관악구,875-1,11620,12,,
"38,900",중개거래,1988,2024,,,개인,개인,신림동,건영2,4,1,43.92,서울 관악구,721-2,11620,5,,
"47,500",중개거래,2000,2024,,,개인,개인,신림동,청광,4,2,59.91,서울 관악구,1716,11620,7,,
"49,000",중개거래,1984,2024,,,개인,개인,신림동,건영1,4,8,60.27,서울 관악구,746-43,11620,12,,
"19,000",중개거래,2013,2024,,,개인,개인,서초동,서초중흥S-클래스(도시형생활주택),4,6,20.55,서울 서초구,1451-89,11650,3,,
"32,900",중개거래,2002,2024,,,개인,개인,서초동,서초동삼성쉐르빌2,4,9,35.17,서울 서초구,1330,11650,21,,
"21,000",직거래,2013,2024,,,개인,개인,논현동,한양수자인어반게이트,4,16,16.2,,221-7,11680,6,,
"23,500",직거래,2005,2024,,24.04.03,개인,개인,길동,예건타워빌,4,2,36.02,,385-1,11740,8,,
"29,000",중개거래,2017,2024,,,개인,개인,천호동,현진리버파크,4,4,23.26,서울 송파구,467-11,11740,10,,
"51,400",중개거래,2021,2024,,,개인,개인,동대신동1가,동대신역비스타동원아파트,4,6,84.4282,부산 서구,420,26140,19,,
"22,980",중개거래,2018,2024,,,법인,개인,서대신동1가,대신푸르지오1차,4,2,39.9303,부산 서구,283,26140,3,,
"22,870",직거래,2018,2024,,,법인,개인,서대신동1가,대신푸르지오1차,4,9,39.9303,,283,26140,12,,
"30,000",중개거래,2005,2024,,,개인,개인,서대신동2가,보람,4,6,84.975,부산 서구,270,26140,14,,
"59,500",중개거래,2021,2024,,,개인,개인,서대신동2가,대신푸르지오2차,4,11,84.9287,부산 서구,570,26140,23,,
"56,000",중개거래,2021,2024,,,개인,개인,서대신동2가,대신푸르지오2차,4,12,84.9287,부산 서구,570,26140,20,,
"54,500",중개거래,2022,2024,,,개인,개인,서대신동2가,대신해모로센트럴아파트,4,12,76.5236,부산 서구,576,26140,13,,
"47,000",중개거래,2014,2024,,,개인,개인,서대신동3가,대신공원한신휴플러스,4,3,84.9517,부산 서구,752,26140,15,,
"40,000",중개거래,2001,2024,,,개인,개인,서대신동3가,협성르네상스,4,7,104.95,부산 서구,694-1,26140,18,,
"40,500",중개거래,2014,2024,,,개인,개인,서대신동3가,대신공원한신휴플러스,4,12,84.8759,부산 서구,752,26140,12,,
"40,500",중개거래,2001,2024,,,개인,개인,서대신동3가,협성르네상스,4,16,104.95,부산 서구,694-1,26140,7,,
"26,550",중개거래,2015,2024,,,개인,개인,부용동1가,부용동한웅드리머스,4,13,68.09,부산 서구,46-8,26140,9,,
"55,500",중개거래,2018,2024,,,개인,개인,토성동1가,토성동경동리인타워,4,2,82.1611,부산 서구,25-1,26140,26,,
"44,000",중개거래,2018,2024,102동,24.04.11,개인,개인,토성동1가,토성동경동리인타워,4,2,77.0845,부산 서구,25-1,26140,29,,
"48,500",중개거래,2018,2024,,,개인,개인,토성동1가,토성동경동리인타워,4,5,82.1612,부산 서구,25-1,26140,7,,
"27,700",중개거래,2003,2024,,,개인,개인,남부민동,대림비치,4,4,84.77,부산 서구,523-1,26140,27,,
"24,000",중개거래,2018,2024,,,개인,개인,남부민동,마린포시즌2차,4,11,61.27,부산 서구,647-14,26140,7,,
"41,000",직거래,2023,2024,,,개인,개인,암남동,비스타동원더비치테라스,4,15,75.7462,,771,26140,10,,
"46,400",중개거래,2021,2024,,,개인,개인,초량동,초량베스티움센트럴베이,4,6,73.2768,부산 동구,723,26170,4,,
"18,500",중개거래,2018,2024,,,법인,개인,초량동,하버씨티,4,15,48.5888,부산 동구,598-12,26170,10,,
"48,000",중개거래,2019,2024,,,개인,개인,수정동,협성휴포레부산진역오션뷰,4,10,69.2159,부산 동구,1352,26170,3,,
"5,000",직거래,1962,2024,,,개인,개인,좌천동,문화,4,6,39.67,,728-3,26170,3,,
"37,000",중개거래,1992,2024,,,개인,개인,봉래동2가,미광마린타워,4,10,84.78,부산 영도구,112,26200,7,,
"40,000",중개거래,2023,2024,,,법인,개인,봉래동4가,영도센트럴에일린의뜰,4,1,59.9774,부산 영도구,343,26200,14,,
"11,000",중개거래,1998,2024,,,개인,개인,봉래동5가,한진중공업사원,4,8,60,부산 영도구,30-1,26200,7,,
"26,500",중개거래,2009,2024,,,개인,개인,청학동,영도신도브래뉴,4,1,59.9846,부산 영도구,536,26200,3,,
"31,700",중개거래,2009,2024,,,개인,개인,청학동,영도신도브래뉴,4,6,84.961,부산 영도구,536,26200,9,,
"14,800",중개거래,2004,2024,,,개인,개인,청학동,원우엔리치빌,4,11,67.9319,부산 영도구,489-30,26200,18,,
"29,200",중개거래,2022,2024,,,개인,개인,청학동,청학우성스마트시티뷰,4,13,65.9789,부산 영도구,537,26200,17,,
"14,300",중개거래,2004,2024,,,개인,개인,청학동,원우엔리치빌,4,14,67.9319,부산 영도구,489-30,26200,11,,
"10,000",중개거래,1984,2024,,,개인,개인,동삼동,봉황주택,4,1,59.85,부산 영도구,231-1,26200,5,,
"13,500",중개거래,2003,2024,,,개인,개인,동삼동,협성네오빌,4,4,84.37,부산 영도구,314-3,26200,2,,
"42,000",중개거래,2022,2024,,,개인,개인,동삼동,부산오션시티푸르지오,4,4,84.9133,부산 영도구,1180,26200,24,,
"43,000",중개거래,2022,2024,,,개인,개인,동삼동,부산오션시티푸르지오,4,6,84.9133,부산 영도구,1180,26200,40,,
"12,000",직거래,1993,2024,1호,24.04.11,개인,개인,동삼동,경전,4,6,74.76,,265,26200,14,,
"11,200",중개거래,1993,2024,,,개인,개인,동삼동,동삼그린힐,4,11,49.94,부산 영도구,1123,26200,7,,
"40,000",중개거래,2006,2024,,,개인,개인,양정동,대원칸타빌멤버스,4,1,84.8163,부산 부산진구,525,26230,28,,
"25,900",중개거래,2017,2024,,,개인,개인,양정동,양정역퀸즈팰리스,4,13,55.62,부산 부산진구,397-1,26230,18,,
"49,500",중개거래,2021,2024,,,개인,개인,전포동,서면아이파크1단지,4,1,59.7846,부산 부산진구,908,26230,2,,
"6,000",중개거래,2004,2024,,24.04.02,개인,개인,전포동,서면노르웨이아침,4,1,30.49,부산 부산진구,892-21,26230,8,,
"49,500",중개거래,2021,2024,,,개인,개인,전포동,서면아이파크1단지,4,4,59.7846,부산 부산진구,908,26230,5,,
"58,000",중개거래,2021,2024,,,개인,개인,전포동,서면아이파크1단지,4,6,72.7414,부산 부산진구,908,26230,8,,
"6,600",직거래,2004,2024,,,개인,개인,전포동,서면노르웨이아침,4,6,28.8,,892-21,26230,13,,
"38,800",직거래,2005,2024,,,개인,개인,전포동,한라비발디,4,8,84.8659,,362-64,26230,3,,
"51,000",중개거래,2004,2024,,,개인,개인,전포동,서면롯데캐슬스카이,4,8,72.2103,부산 부산진구,587,26230,22,,
"14,700",중개거래,2004,2024,,,개인,개인,전포동,서면롯데캐슬스카이,4,10,33.7495,부산 부산진구,587,26230,22,,
"53,500",중개거래,2021,2024,,,개인,개인,전포동,서면아이파크1단지,4,15,59.7846,부산 부산진구,908,26230,16,,
"48,800",중개거래,2021,2024,,,개인,개인,전포동,서면아이파크1단지,4,15,59.7846,부산 부산진구,908,26230,4,,
"37,700",중개거래,2009,2024,,,개인,개인,전포동,서면세종그랑시아,4,16,84.5975,부산 부산진구,880-1,26230,22,,
"9,600",중개거래,2017,2024,,,개인,개인,부전동,대동레미안더오션,4,1,24.47,부산 부산진구,415-1,26230,9,,
"22,000",직거래,2017,2024,,,법인,법인,부전동,대동레미안더오션,4,11,50.9,,415-1,26230,3,,
"10,500",중개거래,2005,2024,,,개인,개인,부전동,한솔폴라리스,4,12,37.65,부산 부산진구,505-6,26230,6,,
"11,250",중개거래,2005,2024,,,개인,개인,부전동,한솔폴라리스,4,16,37.65,부산 부산진구,505-6,26230,8,,
"11,250",중개거래,2005,2024,,,개인,개인,부전동,한솔폴라리스,4,16,37.65,부산 부산진구,505-6,26230,8,,
"43,400",중개거래,2022,2024,,,개인,개인,범천동,e편한세상서면더센트럴,4,1,59.997,부산 부산진구,1652,26230,27,,
"42,000",중개거래,2022,2024,,,개인,개인,범천동,e편한세상서면더센트럴,4,5,59.997,부산 부산진구,1652,26230,18,,
"16,000",중개거래,2016,2024,,,개인,개인,범천동,범천동이즈팰리스,4,8,47.72,부산 부산진구,974-4,26230,3,,
"39,400",중개거래,2003,2024,,,개인,개인,범천동,경남,4,9,119,부산 부산진구,944-1,26230,17,,
"32,000",직거래,2022,2024,103동,24.04.11,개인,개인,범천동,e편한세상서면더센트럴,4,11,69.9964,,1652,26230,24,,
"46,700",중개거래,2022,2024,,,개인,개인,범천동,e편한세상서면더센트럴,4,11,69.9964,부산 부산진구,1652,26230,16,,
