거래금액,거래유형,건축년도,년,동,등기일자,매도자,매수자,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"42,500",중개거래,2020,2024,,,개인,개인,방서동,우미린풀하우스,4,9,84.9687,충북 청주시상당구,806,43111,17,,
"44,500",중개거래,2018,2024,,,개인,개인,방서동,청주센트럴자이,4,15,84.8479,충북 청주시상당구,654,43111,16,,
"3,900",직거래,1994,2024,101,24.04.03,개인,개인,사직동,덕희,4,3,22.2,,358-5,43112,8,,
"30,000",중개거래,2010,2024,,,개인,개인,사직동,푸르지오캐슬(101~117),4,5,84.4,충북 청주서원구,931,43112,19,,
"32,500",중개거래,2010,2024,,,개인,개인,사직동,푸르지오캐슬(401~413),4,6,84.4,충북 청주서원구,937,43112,9,,
"32,750",중개거래,2010,2024,,,개인,개인,사직동,푸르지오캐슬(401~413),4,7,84.4,충북 청주서원구,937,43112,19,,
"33,000",중개거래,2010,2024,,,개인,개인,사직동,푸르지오캐슬(401~413),4,9,84.4,충북 청주서원구,937,43112,17,,
"30,900",중개거래,2010,2024,,,개인,개인,사직동,푸르지오캐슬(101~117),4,13,84.4,충북 청주서원구,931,43112,4,,
"25,000",중개거래,2008,2024,,,개인,개인,사창동,대원칸타빌,4,1,59.9623,충북 청주서원구,285-3,43112,14,,
"23,000",직거래,2008,2024,109,24.04.03,개인,개인,사창동,대원칸타빌,4,3,84.9587,,285-3,43112,15,,
"12,100",중개거래,2014,2024,,,개인,개인,사창동,두진하트리움에덴,4,10,49.2725,충북 청주서원구,304-1,43112,19,,
"14,000",직거래,2015,2024,,,개인,개인,모충동,포스필,4,3,59.5494,,490-5,43112,9,,
"35,200",중개거래,2021,2024,,,개인,개인,모충동,청주모충LH트릴로채,4,6,84.88,충북 청주서원구,553,43112,19,,
"36,500",중개거래,2021,2024,,,개인,개인,모충동,청주모충LH트릴로채,4,6,84.85,충북 청주서원구,553,43112,14,,
"33,300",중개거래,2021,2024,,,개인,개인,모충동,청주모충LH트릴로채,4,6,74.77,충북 청주서원구,553,43112,6,,
"9,000",중개거래,1990,2024,,,개인,개인,모충동,원당맨션,4,8,81.06,충북 청주서원구,487-4,43112,2,,
"34,500",중개거래,2021,2024,,,개인,개인,모충동,청주모충LH트릴로채,4,11,74.77,충북 청주서원구,553,43112,13,,
"12,500",중개거래,1989,2024,,,법인,개인,모충동,삼익세라믹,4,12,83.01,충북 청주서원구,374-1,43112,8,,
"36,500",중개거래,2021,2024,,,법인,개인,모충동,청주모충LH트릴로채,4,13,84.88,충북 청주서원구,553,43112,6,24.04.16,O
"34,000",중개거래,2021,2024,,,법인,개인,모충동,청주모충LH트릴로채,4,15,74.85,충북 청주서원구,553,43112,17,,
"33,000",중개거래,2007,2024,,,개인,개인,산남동,대우푸르지오,4,1,84.955,충북 청주서원구,679,43112,5,,
"19,800",중개거래,2007,2024,,,개인,개인,산남동,유승한내들,4,3,59.8886,충북 청주서원구,669,43112,1,,
"22,700",중개거래,2007,2024,,,개인,개인,산남동,부영사랑으로,4,4,59.9364,충북 청주서원구,1094,43112,3,,
"35,000",중개거래,2007,2024,,,개인,개인,산남동,대우푸르지오,4,4,84.955,충북 청주서원구,679,43112,13,,
"20,900",중개거래,1997,2024,,,개인,개인,분평동,분평주공7,4,2,84.9,충북 청주서원구,1386,43112,13,,
"9,500",중개거래,1998,2024,411동,24.04.09,개인,개인,분평동,주공4단지2차,4,5,39.69,충북 청주서원구,1261,43112,13,,
"21,000",중개거래,1997,2024,,,개인,개인,분평동,분평주공7,4,5,84.9,충북 청주서원구,1386,43112,14,,
"20,000",직거래,1997,2024,705동,24.04.05,개인,개인,분평동,분평주공7,4,5,84.9,,1386,43112,3,,
"14,800",중개거래,1992,2024,,,개인,개인,분평동,보성,4,8,84.93,충북 청주서원구,301-2,43112,9,,
"8,100",중개거래,1998,2024,,,개인,개인,분평동,분평주공5단지아파트,4,9,39.69,충북 청주서원구,1360,43112,10,,
"12,000",중개거래,1997,2024,,,개인,개인,분평동,분평주공2,4,13,59.99,충북 청주서원구,1202,43112,15,,
"9,500",중개거래,2000,2024,,,개인,개인,분평동,분평1단지뜨란채,4,13,49.36,충북 청주서원구,1211,43112,1,,
"16,500",직거래,2000,2024,,,개인,개인,분평동,분평1단지뜨란채,4,15,59.45,,1211,43112,13,,
"13,600",중개거래,1995,2024,,,개인,개인,수곡동,두진백로,4,2,59.4,충북 청주서원구,1002,43112,3,,
"14,500",중개거래,1993,2024,,,개인,개인,수곡동,산남주공4단지아파트,4,2,76.51,충북 청주서원구,314,43112,9,,
"9,000",중개거래,1993,2024,,,개인,개인,수곡동,산남주공4단지아파트,4,5,49.94,충북 청주서원구,314,43112,5,,
"31,500",직거래,2021,2024,,,개인,개인,수곡동,더샵청주퍼스트파크,4,6,63.9348,,1057,43112,10,,
"9,300",중개거래,1993,2024,,,개인,개인,수곡동,산남주공4단지아파트,4,6,49.94,충북 청주서원구,314,43112,11,,
"9,000",중개거래,1990,2024,,,개인,개인,수곡동,주공1,4,6,39.69,충북 청주서원구,324,43112,1,,
"12,700",중개거래,1995,2024,,,개인,개인,수곡동,한마음1,4,6,59.94,충북 청주서원구,777,43112,2,,
"11,000",중개거래,1990,2024,,,개인,개인,수곡동,주공1,4,6,39.69,충북 청주서원구,324,43112,5,,
"11,500",중개거래,1990,2024,,,개인,개인,수곡동,주공1,4,7,46.68,충북 청주서원구,324,43112,3,,
"15,500",직거래,1995,2024,103동,24.04.11,개인,개인,수곡동,두진백로,4,8,59.4,,1002,43112,6,,
"10,000",중개거래,1990,2024,,,개인,개인,수곡동,주공1,4,8,39.69,충북 청주서원구,324,43112,3,,
"10,500",직거래,1990,2024,108동,24.04.12,개인,법인,수곡동,주공1,4,9,39.3,,324,43112,2,,
"15,500",중개거래,1993,2024,,,개인,개인,수곡동,산남주공4단지아파트,4,15,84.79,충북 청주서원구,314,43112,3,,
"37,000",중개거래,2021,2024,,,개인,개인,수곡동,더샵청주퍼스트파크,4,15,76.9836,충북 청주서원구,1057,43112,27,,
"38,000",중개거래,2008,2024,110,24.04.08,개인,개인,성화동,남양휴튼,4,5,102.48,충북 청주서원구,436,43112,16,,
"46,000",중개거래,2008,2024,,,개인,개인,성화동,남양휴튼,4,8,130.59,충북 청주서원구,436,43112,8,,
"33,000",중개거래,2013,2024,,,개인,개인,성화동,청주성화2다안채6단지,4,10,84.96,충북 청주서원구,1034,43112,13,,
"26,500",중개거래,2009,2024,,,개인,개인,성화동,휴먼시아,4,13,84.73,충북 청주서원구,616,43112,7,,
"34,000",직거래,2012,2024,,,개인,개인,성화동,성화호반베르디움,4,16,84.8572,,939,43112,14,,
"4,750",중개거래,1998,2024,,24.04.05,개인,개인,개신동,재원,4,3,32.805,충북 청주서원구,447-3,43112,9,,
"13,000",직거래,2000,2024,206,24.04.05,개인,개인,개신동,주공뜨란채,4,5,49.99,,635,43112,9,,
"21,000",중개거래,2005,2024,,,개인,개인,개신동,태암베스트윙,4,5,84.9048,충북 청주서원구,8,43112,2,,
"16,300",중개거래,2001,2024,,,개인,개인,개신동,휴먼시아,4,8,59.9,충북 청주서원구,613,43112,7,,
"17,750",중개거래,1991,2024,,,개인,개인,개신동,삼익1,4,11,84.96,충북 청주서원구,10,43112,9,,
"16,400",중개거래,2003,2024,,,개인,개인,죽림동,청주가경3주공,4,1,59.92,충북 청주시흥덕구,295,43112,3,,
"14,800",중개거래,2003,2024,,,개인,개인,죽림동,청주가경3주공,4,9,51.74,충북 청주서원구,295,43112,2,,
"2,200",직거래,2000,2024,105,24.04.08,개인,개인,남이면 척북리,삼포,4,4,36.62,,74-7,43112,4,,
"8,500",중개거래,1987,2024,,,개인,개인,운천동,형석,4,4,39.69,충북 청주시흥덕구,676,43113,3,,
"9,700",중개거래,1987,2024,9,24.04.09,개인,개인,운천동,진양,4,6,59.94,충북 청주시흥덕구,677-1,43113,5,,
"25,800",중개거래,1998,2024,,,개인,기타,가경동,동부,4,1,84.94,충북 청주시흥덕구,1517,43113,12,,
"13,500",중개거래,1992,2024,,,개인,개인,가경동,형석1,4,2,59.34,충북 청주시흥덕구,1189,43113,15,,
"29,200",중개거래,2005,2024,,,개인,개인,가경동,가경주공8단지,4,3,84.94,충북 청주시흥덕구,1579,43113,8,,
"22,900",직거래,1998,2024,,,개인,개인,가경동,동부,4,3,84.94,,1517,43113,11,,
"20,500",중개거래,2002,2024,,,개인,개인,가경동,2단지주공,4,5,59.92,충북 청주시흥덕구,1550,43113,4,,
"55,600",중개거래,2020,2024,,,개인,개인,가경동,청주가경아이파크2단지,4,5,84.95,충북 청주시흥덕구,2236,43113,7,,
"55,600",중개거래,2020,2024,,,개인,개인,가경동,청주가경아이파크2단지,4,5,84.95,충북 청주시흥덕구,2236,43113,7,24.04.11,O
"27,000",중개거래,2005,2024,,,개인,개인,가경동,가경주공8단지,4,6,84.94,충북 청주시흥덕구,1579,43113,12,,
"29,000",중개거래,2005,2024,,,법인,개인,가경동,가경주공7단지,4,6,84.91,충북 청주시흥덕구,1581,43113,9,,
"39,000",중개거래,2006,2024,,,개인,개인,가경동,가경푸르지오,4,6,103.9731,충북 청주시흥덕구,1695,43113,2,,
"19,600",중개거래,1997,2024,,,개인,개인,가경동,태암수정,4,8,84.895,충북 청주시흥덕구,1516,43113,2,,
"13,500",중개거래,1992,2024,,,개인,개인,가경동,형석1,4,8,59.34,충북 청주시흥덕구,1189,43113,14,,
"55,300",중개거래,2020,2024,,,개인,개인,가경동,청주가경아이파크2단지,4,8,84.95,충북 청주시흥덕구,2236,43113,9,,
"18,000",중개거래,1992,2024,,,개인,개인,가경동,세원2차,4,8,84.99,충북 청주시흥덕구,1190,43113,9,,
"21,000",중개거래,1993,2024,,,개인,개인,가경동,형석2,4,8,83.25,충북 청주시흥덕구,766,43113,13,,
"15,000",중개거래,1997,2024,,,개인,개인,가경동,덕일한마음,4,9,59.96,충북 청주시흥덕구,1515,43113,3,,
"15,000",중개거래,2002,2024,,,개인,개인,가경동,2단지주공,4,13,49.8,충북 청주시흥덕구,1550,43113,10,,
"54,000",중개거래,2019,2024,,,개인,개인,가경동,청주가경IPARK1차,4,15,84.69,충북 청주시흥덕구,2220,43113,2,,
"22,700",중개거래,1998,2024,,,개인,개인,복대동,하복대삼일,4,1,84.88,충북 청주시흥덕구,3034,43113,10,,
"39,900",중개거래,2018,2024,,,법인,개인,복대동,청주복대2차두진하트리움아파트,4,2,74.8923,충북 청주시흥덕구,3403,43113,3,,
"20,700",중개거래,1999,2024,,,개인,개인,복대동,대원,4,2,84.97,충북 청주시흥덕구,221-7,43113,1,,
"11,600",중개거래,1989,2024,2,24.04.08,개인,개인,복대동,덕일,4,5,49.61,충북 청주시흥덕구,993,43113,2,,
"57,500",중개거래,2009,2024,,,개인,개인,복대동,어울림,4,7,163.847,충북 청주시흥덕구,3367,43113,3,,
"21,000",중개거래,1999,2024,,,개인,개인,복대동,현대2,4,8,60,충북 청주시흥덕구,3029,43113,10,,
"56,500",중개거래,2015,2024,,,법인,개인,복대동,두산위브지웰시티2차,4,9,80.002,충북 청주시흥덕구,3381,43113,5,,
"15,700",중개거래,1999,2024,,,개인,개인,복대동,대원,4,10,59.89,충북 청주시흥덕구,221-7,43113,2,,
"15,000",중개거래,1990,2024,,,개인,개인,복대동,형석(992),4,10,84.93,충북 청주시흥덕구,992,43113,4,,
"43,300",중개거래,2009,2024,,,개인,개인,복대동,신영지웰,4,10,84.842,충북 청주시흥덕구,3377,43113,8,,
"42,000",중개거래,2009,2024,,,법인,개인,복대동,어울림,4,10,84.627,충북 청주시흥덕구,3366,43113,16,,
"16,800",중개거래,1999,2024,,,개인,개인,복대동,세원느티마을,4,11,59.98,충북 청주시흥덕구,2461,43113,6,,
"51,000",중개거래,2015,2024,,,개인,개인,복대동,복대두진하트리움,4,12,84.9314,충북 청주시흥덕구,3382,43113,8,,
"23,500",중개거래,1999,2024,,,개인,개인,복대동,대원,4,13,84.97,충북 청주시흥덕구,221-7,43113,6,,
"28,000",중개거래,2004,2024,,,개인,개인,복대동,아름다운나날2차,4,14,84.9378,충북 청주시흥덕구,3033,43113,9,,
"13,500",중개거래,1989,2024,4,24.04.11,개인,개인,봉명동,삼정아파트,4,3,84.97,충북 청주시흥덕구,90-8,43113,3,,
"10,500",직거래,1985,2024,102,24.04.04,개인,개인,봉명동,주공2,4,3,39.72,,1602,43113,4,,
"28,300",중개거래,2005,2024,,,법인,개인,봉명동,봉명아이파크,4,8,84.9107,충북 청주시흥덕구,2752,43113,7,,
"20,000",중개거래,2003,2024,,,개인,개인,봉명동,두진하트리움,4,9,84.81,충북 청주시흥덕구,2758,43113,2,,
"28,800",중개거래,2005,2024,,,개인,개인,봉명동,봉명아이파크,4,13,84.8894,충북 청주시흥덕구,2752,43113,15,,
"9,400",중개거래,2015,2024,,,개인,개인,봉명동,하이젠시티,4,15,42.85,충북 청주시흥덕구,757,43113,11,,
"6,000",중개거래,1992,2024,,,개인,개인,봉명동,백봉,4,16,48.5,충북 청주시흥덕구,2043,43113,6,,
"6,200",중개거래,2017,2024,,,개인,개인,강서동,신해블루지움,4,3,18.28,충북 청주시흥덕구,459,43113,23,,
"14,800",중개거래,2015,2024,,,개인,개인,강서동,강서베리굿,4,14,49.9305,충북 청주시흥덕구,503,43113,9,,
"53,500",중개거래,2022,2024,,,개인,개인,문암동,청주테크노폴리스신영지웰푸르지오,4,1,84.8235,충북 청주시흥덕구,213,43113,11,,
"49,000",중개거래,2022,2024,,,개인,개인,문암동,청주테크노폴리스신영지웰푸르지오,4,1,84.9664,충북 청주시흥덕구,213,43113,1,,
"36,500",중개거래,2022,2024,,,개인,개인,문암동,청주테크노폴리스신영지웰푸르지오,4,13,59.8893,충북 청주시흥덕구,213,43113,21,,
"47,000",중개거래,2020,2024,,,개인,개인,송절동,청주테크노폴리스지웰아파트,4,4,84.9783,충북 청주시흥덕구,690,43113,12,,
"43,500",중개거래,2018,2024,,,개인,개인,송절동,청주테크노폴리스우방아이유쉘2단지,4,7,84.9725,충북 청주시흥덕구,846,43113,15,,
"44,900",중개거래,2018,2024,,,개인,개인,송절동,테크노폴리스우미린,4,13,84.9821,충북 청주시흥덕구,850,43113,14,,
"10,500",중개거래,1997,2024,,,개인,개인,비하동,효성2차,4,1,45.28,충북 청주서원구,362,43113,3,,
"10,300",중개거래,1997,2024,,,개인,개인,비하동,효성2차,4,2,45.28,충북 청주서원구,362,43113,12,,
"46,000",중개거래,2019,2024,,,개인,개인,비하동,서청주파크자이,4,6,74.3861,충북 청주시흥덕구,824,43113,25,,
"48,000",중개거래,2019,2024,,,개인,개인,비하동,서청주파크자이,4,7,84.9637,충북 청주시흥덕구,824,43113,8,,
"35,000",중개거래,2009,2024,,,개인,개인,오송읍 만수리,오송경남아너스빌,4,4,84.97,충북 청주시흥덕구,549,43113,10,,
"5,000",중개거래,2001,2024,,,개인,개인,강내면 황탄리,서호이타운,4,13,39.15,충북 청주시흥덕구,3-1,43113,7,,
"5,000",중개거래,1997,2024,,,개인,개인,강내면 월탄리,태암수정,4,1,42.72,충북 청주시흥덕구,90,43113,9,,
"5,000",직거래,1997,2024,,,개인,개인,강내면 월탄리,태암수정,4,9,42.72,,90,43113,6,,
"16,500",중개거래,1996,2024,,,개인,개인,강내면 탑연리,선광한빛,4,3,84.98,충북 청주시흥덕구,322-1,43113,14,,
"9,000",중개거래,1989,2024,302동,24.04.05,법인,개인,강내면 월곡리,진흥2,4,5,59.94,충북 청주시흥덕구,150-7,43113,4,,
"22,800",중개거래,2007,2024,,,개인,개인,강내면 월곡리,청원쌍용예가1단지,4,5,84.97,충북 청주시흥덕구,428,43113,5,,
"7,600",직거래,1993,2024,,,개인,개인,옥산면 오산리,대신,4,9,59.99,,384-17,43113,13,,
"6,900",중개거래,1997,2024,,,개인,개인,옥산면 오산리,금정2,4,10,39.78,충북 청주시흥덕구,589-5,43113,5,,
"5,800",중개거래,1998,2024,,,개인,개인,옥산면 오산리,아트빌,4,14,39.96,충북 청주시흥덕구,590-1,43113,3,,
"6,200",중개거래,1998,2024,,,개인,개인,옥산면 오산리,아트빌,4,16,39.96,충북 청주시흥덕구,590-1,43113,5,,
"32,800",중개거래,2019,2024,,,개인,개인,옥산면 가락리,청주리버파크자이,4,2,84.963,충북 청주시흥덕구,981,43113,2,,
"8,800",중개거래,2002,2024,,,개인,개인,옥산면 가락리,화인테크노빌,4,6,59.9335,충북 청주시흥덕구,455-1,43113,1,,
"4,150",중개거래,1996,2024,,,개인,개인,우암동,덕일한마음,4,3,26.13,충북 청주시청원구,353-2,43114,6,,
"2,500",중개거래,1991,2024,나,24.04.02,개인,개인,내덕동,경희주택,4,2,22.68,충북 청주시청원구,115-5,43114,3,,
"5,400",중개거래,1986,2024,,,개인,개인,내덕동,롯데삼성,4,3,43.92,충북 청주시청원구,60-1,43114,3,,
"16,000",중개거래,1990,2024,,,개인,개인,내덕동,신화,4,6,84.99,충북 청주시청원구,520,43114,1,,
"21,000",중개거래,1990,2024,,,개인,개인,내덕동,신화,4,13,133.69,충북 청주시청원구,520,43114,3,,
"22,500",중개거래,1991,2024,,,개인,개인,율량동,럭키,4,2,84.99,충북 청주시청원구,863,43114,15,,
"49,500",중개거래,2014,2024,,,개인,개인,율량동,율량7단지선광로즈웰1차,4,4,103.7399,충북 청주시청원구,2080,43114,25,,
"32,300",중개거래,2016,2024,,,개인,개인,율량동,제일풍경채,4,5,84.7852,충북 청주시청원구,2456,43114,7,,
"17,300",중개거래,1991,2024,,,개인,개인,율량동,럭키,4,5,84.99,충북 청주시흥덕구,863,43114,4,,
"32,000",중개거래,2016,2024,,,개인,개인,율량동,제일풍경채,4,6,84.7852,충북 청주시청원구,2456,43114,20,,
"17,800",중개거래,1995,2024,,,개인,개인,율량동,성원,4,8,59.7,충북 청주시청원구,1204,43114,14,,
"7,200",중개거래,2000,2024,,,개인,개인,율량동,율량동대창5차아파트,4,8,41.7956,충북 청주시청원구,1362,43114,1,,
"4,900",중개거래,1998,2024,,,개인,개인,율량동,한울아파트301동,4,8,30.33,충북 청주시청원구,1144,43114,8,,
"18,700",중개거래,1991,2024,,,개인,개인,율량동,현대(890),4,9,75.42,충북 청주시청원구,890,43114,3,,
"3,500",중개거래,1993,2024,101,24.04.12,개인,개인,율량동,부강,4,10,29.08,충북 청주시청원구,744,43114,8,,
"11,950",중개거래,1993,2024,,,개인,개인,율량동,효성,4,13,59.99,충북 청주시청원구,1052,43114,15,,
"32,200",중개거래,2011,2024,,,개인,개인,사천동,남광하우스토리,4,1,84.5499,충북 청주시청원구,684,43114,10,,
"17,800",중개거래,1993,2024,,,개인,개인,사천동,신동아,4,2,84.81,충북 청주시청원구,229-1,43114,13,,
"17,900",중개거래,1996,2024,,,개인,개인,사천동,동아2,4,2,84.96,충북 청주시청원구,228,43114,9,,
"7,800",중개거래,2003,2024,,24.04.03,개인,개인,사천동,일신힐-사이드아파트,4,3,49.52,충북 청주시청원구,25-123,43114,3,,
"4,700",직거래,1997,2024,,24.04.04,개인,개인,사천동,덕성그린아파트,4,3,33.33,,449-3,43114,6,,
"18,000",중개거래,1993,2024,,,개인,개인,사천동,신동아,4,4,84.81,충북 청주시청원구,229-1,43114,10,,
"4,900",중개거래,1997,2024,,,개인,개인,사천동,덕성그린아파트,4,4,35.85,충북 청주시청원구,449-3,43114,11,,
"5,250",중개거래,1999,2024,,24.04.08,개인,개인,사천동,정도드림-빌,4,5,29.92,충북 청주시청원구,25-2,43114,6,,
"5,400",중개거래,1999,2024,,,개인,개인,사천동,정도드림-빌,4,5,29.92,충북 청주시청원구,25-2,43114,7,,
"8,000",직거래,2003,2024,,,개인,법인,사천동,일신힐-사이드아파트,4,12,49.52,,25-123,43114,2,,
"43,500",중개거래,2014,2024,,,개인,개인,주중동,대원칸타빌2차,4,9,84.798,충북 청주시청원구,1023,43114,3,,
"42,000",중개거래,2014,2024,,,개인,개인,주중동,대원칸타빌2차,4,11,84.455,충북 청주시청원구,1023,43114,10,,
"7,500",중개거래,1996,2024,,,개인,개인,내수읍 내수리,삼일,4,14,59.684,충북 청주시청원구,200-3,43114,9,,
"5,500",중개거래,1992,2024,,,개인,개인,내수읍 마산리,진흥2차아파트,4,11,59.97,충북 청주시청원구,5-5,43114,5,,
"6,600",중개거래,1992,2024,,,개인,개인,내수읍 마산리,진흥2차아파트,4,13,59.97,충북 청주시청원구,5-5,43114,4,,
"6,400",중개거래,1997,2024,,,개인,개인,내수읍 도원리,우창진주2,4,2,59.73,충북 청주시청원구,51-3,43114,7,,
"7,450",중개거래,1998,2024,,,개인,개인,내수읍 도원리,우창진주3차아파트,4,6,59.9,충북 청주시청원구,23,43114,5,,
"4,050",중개거래,1997,2024,101동,24.04.05,개인,개인,내수읍 은곡리,덕일한마음,4,1,45.27,충북 청주시청원구,301,43114,12,,
"4,400",직거래,1997,2024,,,개인,개인,내수읍 은곡리,덕일한마음,4,3,45.27,,301,43114,9,,
"2,700",중개거래,1997,2024,,,개인,개인,내수읍 은곡리,덕일한마음,4,8,38.61,충북 청주시청원구,301,43114,8,,
"4,380",직거래,2000,2024,104동,24.04.11,개인,개인,내수읍 은곡리,은곡무지개아파트,4,8,39.78,,246-3,43114,10,,
"2,800",중개거래,2000,2024,,,개인,개인,내수읍 은곡리,은곡무지개아파트,4,8,33.57,충북 청주시청원구,246-3,43114,3,,
"20,000",중개거래,2000,2024,,,개인,개인,내수읍 은곡리,천일베리굿,4,14,112.4928,충북 청주시청원구,293-7,43114,1,,
"23,500",중개거래,2016,2024,,,개인,개인,오창읍 창리,오창모아미래도와이드파크,4,2,59.9846,충북 청주시청원구,161,43114,4,,
"25,200",중개거래,2016,2024,,,개인,개인,오창읍 창리,오창모아미래도와이드파크,4,3,59.9853,충북 청주시청원구,161,43114,8,,
"24,900",중개거래,2016,2024,,,개인,개인,오창읍 창리,오창모아미래도와이드파크,4,6,59.9853,충북 청주시청원구,161,43114,22,,
"25,000",중개거래,2016,2024,,,개인,개인,오창읍 창리,오창모아미래도와이드파크,4,6,59.9853,충북 청주시청원구,161,43114,11,,
"30,000",중개거래,2016,2024,,,개인,개인,오창읍 주성리,오창모아미래도와이드시티,4,2,84.9926,충북 청주시청원구,562,43114,2,,
"33,200",중개거래,2015,2024,,,법인,개인,오창읍 주성리,오창대성베르힐,4,4,84.852,충북 청주시청원구,556,43114,11,,
"34,700",중개거래,2016,2024,,,개인,개인,오창읍 주성리,오창모아미래도와이드시티,4,8,84.9926,충북 청주시청원구,562,43114,12,,
"33,900",중개거래,2016,2024,,,개인,개인,오창읍 주성리,오창모아미래도와이드시티,4,9,84.9926,충북 청주시청원구,562,43114,3,,
"43,500",중개거래,2018,2024,,,개인,개인,오창읍 각리,한신더휴센트럴파크,4,2,84.9922,충북 청주시청원구,636-2,43114,17,,
"29,000",중개거래,2006,2024,,,개인,개인,오창읍 각리,중앙하이츠빌,4,2,84.6881,충북 청주시청원구,637-6,43114,6,,
"23,300",중개거래,2006,2024,,,개인,개인,오창읍 각리,우림필유2차,4,3,59.9101,충북 청주시청원구,646-1,43114,18,,
"20,000",중개거래,2006,2024,,,개인,개인,오창읍 각리,우림필유1차,4,3,59.86,충북 청주시청원구,638-1,43114,16,,
"20,400",중개거래,2006,2024,202,24.04.04,개인,개인,오창읍 각리,중앙하이츠빌,4,3,59.9271,충북 청주시청원구,637-6,43114,6,,
"20,000",중개거래,2006,2024,,,개인,개인,오창읍 각리,우림필유1차,4,3,59.86,충북 청주시청원구,638-1,43114,16,24.04.04,O
"48,900",직거래,2018,2024,104동,24.04.04,개인,개인,오창읍 각리,한신더휴센트럴파크,4,4,84.9801,,636-2,43114,15,,
"30,650",직거래,2018,2024,101동,24.04.02,개인,개인,오창읍 양청리,오창롯데캐슬더하이스트,4,1,59.9502,,810-2,43114,9,,
"43,200",중개거래,2018,2024,,,개인,개인,오창읍 양청리,오창롯데캐슬더하이스트,4,6,84.9749,충북 청주시청원구,810-2,43114,35,,
"28,700",중개거래,2018,2024,,,개인,개인,오창읍 양청리,오창롯데캐슬더하이스트,4,16,59.9377,충북 청주시청원구,810-2,43114,4,,
"4,900",직거래,1989,2024,,,개인,개인,성서동,현대,4,2,31.37,,161,43130,3,,
"32,600",직거래,2008,2024,105,24.04.08,개인,개인,교현동,중흥S-클래스,4,1,84.805,,1358,43130,6,,
"6,900",중개거래,1986,2024,,,개인,개인,교현동,남산주공1,4,8,38.52,충북 충주시,1083,43130,3,,
"29,300",중개거래,2008,2024,,,법인,개인,교현동,중흥S-클래스,4,11,84.805,충북 충주시,1358,43130,9,,
"5,400",중개거래,1989,2024,,,개인,개인,교현동,건일상가,4,15,69.24,충북 충주시,1031,43130,5,,
"35,400",중개거래,2018,2024,,,개인,개인,용산동,충주3차푸르지오,4,1,84.9055,충북 충주시,2628,43130,4,,
"16,600",중개거래,2003,2024,,,개인,개인,용산동,용산주공3차,4,1,59.64,충북 충주시,1680,43130,6,,
"7,800",중개거래,1995,2024,,,개인,개인,용산동,대림,4,2,52.72,충북 충주시,455-4,43130,1,,
"17,000",중개거래,2007,2024,,,개인,개인,용산동,세중참사랑,4,2,65.74,충북 충주시,339,43130,3,,
"3,800",중개거래,1992,2024,B,24.04.05,개인,개인,용산동,신원10차,4,3,38.82,충북 충주시,475,43130,4,,
"10,500",중개거래,1999,2024,,,법인,개인,용산동,용산주공2차,4,3,49.77,충북 충주시,1678,43130,4,,
"29,500",중개거래,2008,2024,,,개인,개인,용산동,동일하이빌,4,4,84.516,충북 충주시,2627,43130,13,,
"11,000",중개거래,1999,2024,,,개인,개인,용산동,용산주공2차,4,5,49.77,충북 충주시,1678,43130,2,,
"34,000",중개거래,2008,2024,,,개인,개인,용산동,동일하이빌,4,5,118.059,충북 충주시,2627,43130,5,,
"13,000",중개거래,2003,2024,,,개인,개인,용산동,용산주공3차,4,5,51.95,충북 충주시,1680,43130,10,,
"13,600",중개거래,2003,2024,,,개인,개인,용산동,용산주공3차,4,6,51.95,충북 충주시,1680,43130,1,,
"7,300",중개거래,1999,2024,,,개인,개인,용산동,용산주공2차,4,6,39.69,충북 충주시,1678,43130,12,,
"10,000",중개거래,1999,2024,,,법인,개인,용산동,용산주공2차,4,7,49.77,충북 충주시,1678,43130,11,,
"8,200",중개거래,1999,2024,,,개인,개인,용산동,용산주공2차,4,7,39.69,충북 충주시,1678,43130,3,,
"10,900",중개거래,1999,2024,,,개인,개인,용산동,용산주공2차,4,9,49.77,충북 충주시,1678,43130,12,,
"10,500",중개거래,1999,2024,,,개인,개인,용산동,용산주공2차,4,12,59.71,충북 충주시,1678,43130,1,,
"13,485",중개거래,1983,2024,,,개인,개인,용산동,용산주공1차,4,15,46.03,충북 충주시,2102,43130,1,,
"29,800",중개거래,2021,2024,,,개인,개인,호암동,힐스테이트호암,4,1,59.96,충북 충주시,1050,43130,13,,
"4,300",직거래,1998,2024,,,법인,개인,호암동,예성세경,4,3,33.93,,542-18,43130,3,,
"2,900",직거래,1998,2024,103,24.04.03,법인,법인,호암동,예성세경,4,3,33.93,,542-18,43130,3,,
"4,300",직거래,1998,2024,103,24.04.03,법인,개인,호암동,예성세경,4,3,33.93,,542-18,43130,10,,
"6,500",직거래,1998,2024,102,24.04.03,법인,개인,호암동,예성세경,4,3,51.75,,542-18,43130,14,,
"4,300",직거래,1998,2024,102,24.04.03,법인,법인,호암동,예성세경,4,3,51.75,,542-18,43130,14,,
"3,030",중개거래,1995,2024,,,개인,개인,호암동,부강아파트,4,3,27.18,충북 충주시,152,43130,7,,
"29,800",중개거래,2021,2024,,,개인,개인,호암동,힐스테이트호암,4,3,59.99,충북 충주시,1050,43130,2,,
